name,team,pos,posrk,ff_pt,g,p_att,comp,p_yds,p_td,int,sk,carry,ru_yds,ru_td,targ,rec,re_yd,re_td,car_pct,targ_pct,dk_season,dk_pg,ud_pg,drop
Michael Wilson,ARI,WR,48.0,167.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,67.0,814.0,3.0,0.0,19.0,166.4,9.788235294117648,7.818,1.97
Ricky Pearsall,SF,WR,49.0,165.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,90.0,58.0,814.0,4.0,1.0,17.0,165.8,9.75294117647059,8.047,1.71
Tucker Kraft,GB,TE,14.0,162.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,89.0,64.0,732.0,4.0,1.0,17.0,162.0,9.529411764705882,7.647,1.88
Chris Godwin,TB,WR,53.0,158.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,60.0,703.0,5.0,0.0,17.0,160.3,9.429411764705884,7.665,1.76
Kenyon Sadiq,NYJ,TE,13.0,162.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,67.0,692.0,4.0,0.0,17.0,160.2,9.423529411764704,7.453,1.97
T.J. Hockenson,MIN,TE,15.0,158.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,78.0,639.0,3.0,0.0,18.0,159.9,9.405882352941177,7.112,2.29
KC Concepcion,CLE,WR,52.0,162.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,0.0,98.0,61.0,772.0,3.0,2.0,19.0,159.7,9.394117647058822,7.6,1.79
Isaiah Likely,NYG,TE,16.0,157.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,64.0,685.0,4.0,0.0,17.0,156.5,9.205882352941176,7.324,1.88
Tyjae Spears,TEN,RB,40.0,149.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,411.0,3.0,61.0,50.0,333.0,2.0,24.0,11.0,154.4,9.08235294117647,7.612,1.47
Blake Corum,LAR,RB,39.0,150.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,775.0,7.0,22.0,17.0,117.0,1.0,37.0,4.0,154.2,9.070588235294116,8.571,0.5
Dalton Kincaid,BUF,TE,17.0,156.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,59.0,698.0,4.0,0.0,16.0,152.8,8.988235294117647,7.253,1.74
Hunter Henry,NE,TE,18.0,150.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,56.0,628.0,5.0,0.0,15.0,148.8,8.75294117647059,7.106,1.65
Jacory Croskey-Merritt,WAS,RB,38.0,152.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,846.0,7.0,15.0,13.0,88.0,0.0,48.0,3.0,148.4,8.729411764705883,8.347,0.38
Jalen Coker,CAR,WR,54.0,148.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,61.0,692.0,3.0,0.0,17.0,148.2,8.717647058823529,6.924,1.79
Jonathon Brooks,CAR,RB,41.0,145.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,677.0,4.0,36.0,28.0,216.0,1.0,39.0,7.0,147.3,8.664705882352942,7.841,0.82
Calvin Ridley,TEN,WR,56.0,144.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,0.0,88.0,46.0,722.0,4.0,2.0,16.0,145.39999999999998,8.552941176470586,7.2,1.35
Juwan Johnson,NO,TE,19.0,143.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,63.0,637.0,3.0,0.0,16.0,144.7,8.511764705882353,6.659,1.85
Brenton Strange,JAX,TE,20.0,142.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,59.0,598.0,4.0,0.0,15.0,142.8,8.4,6.665,1.74
Rashid Shaheed,SEA,WR,55.0,144.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,87.0,1.0,71.0,43.0,646.0,3.0,3.0,14.0,140.3,8.25294117647059,6.988,1.26
Jerry Jeudy,CLE,WR,58.0,138.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,51.0,710.0,3.0,0.0,18.0,140.0,8.235294117647058,6.735,1.5
Jayden Higgins,HOU,WR,57.0,142.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,55.0,667.0,3.0,0.0,16.0,139.7,8.217647058823529,6.6,1.62
Pat Freiermuth,PIT,TE,21.0,136.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,60.0,601.0,3.0,0.0,15.0,138.1,8.123529411764705,6.359,1.76
Tre Tucker,LV,WR,59.0,138.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,58.0,0.0,81.0,48.0,656.0,3.0,3.0,15.0,137.40000000000003,8.082352941176472,6.671,1.41
Denzel Boston,CLE,WR,61.0,132.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,52.0,639.0,3.0,0.0,16.0,133.9,7.876470588235295,6.347,1.53
Deshaun Watson,CLE,QB,31.0,124.0,17.0,312.0,191.0,2041.0,8.0,7.0,31.0,42.0,211.0,1.0,0.0,0.0,0.0,0.0,,,133.74,7.867058823529412,7.867,0.0
Dalton Schultz,HOU,TE,22.0,134.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,60.0,556.0,3.0,0.0,15.0,133.6,7.858823529411764,6.094,1.76
Jalen McMillan,TB,WR,60.0,133.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,75.0,47.0,591.0,4.0,1.0,14.0,132.6,7.8,6.418,1.38
Isiah Pacheco,DET,RB,46.0,124.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,639.0,5.0,22.0,17.0,114.0,1.0,32.0,4.0,128.3,7.547058823529412,7.047,0.5
Jordan Mason,MIN,RB,43.0,130.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,748.0,5.0,17.0,13.0,83.0,0.0,40.0,3.0,126.1,7.417647058823529,7.035,0.38
Woody Marks,HOU,RB,44.0,127.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,579.0,3.0,33.0,24.0,201.0,1.0,34.0,6.0,126.0,7.411764705882353,6.706,0.71
Germie Bernard,PIT,WR,62.0,127.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,79.0,47.0,594.0,3.0,1.0,14.0,125.6,7.388235294117647,6.006,1.38
Gunnar Helm,TEN,TE,23.0,126.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,58.0,495.0,3.0,0.0,14.0,125.5,7.382352941176471,5.676,1.71
Terrance Ferguson,LAR,TE,24.0,125.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,42.0,534.0,5.0,0.0,12.0,125.4,7.376470588235295,6.141,1.24
Alvin Kamara,NO,RB,45.0,124.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,481.0,2.0,44.0,35.0,232.0,1.0,28.0,8.0,124.3,7.311764705882354,6.282,1.03
Rashod Bateman,BAL,WR,63.0,123.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,38.0,615.0,4.0,0.0,14.0,123.5,7.264705882352941,6.147,1.12
Tua Tagovailoa,ATL,QB,32.0,114.0,17.0,302.0,204.0,2169.0,10.0,8.0,20.0,16.0,44.0,0.0,0.0,0.0,0.0,0.0,,,123.16000000000004,7.244705882352942,7.245,-0.0
Chigoziem Okonkwo,WAS,TE,25.0,122.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,54.0,555.0,2.0,0.0,14.0,121.5,7.147058823529412,5.559,1.59
Michael Penix Jr.,ATL,QB,33.0,113.0,17.0,265.0,168.0,1884.0,9.0,5.0,16.0,19.0,77.0,1.0,0.0,0.0,0.0,0.0,,,120.06,7.062352941176471,7.062,0.0
Oronde Gadsden II,LAC,TE,26.0,116.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,45.0,485.0,4.0,0.0,12.0,117.5,6.911764705882353,5.588,1.32
Jalen Nailor,LV,WR,66.0,115.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,70.0,41.0,559.0,3.0,1.0,13.0,116.0,6.823529411764706,5.618,1.21
Adonai Mitchell,NYJ,WR,64.0,116.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,69.0,39.0,564.0,3.0,1.0,13.0,114.5,6.735294117647059,5.588,1.15
Justice Hill,BAL,RB,47.0,114.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,223.0,1.0,51.0,39.0,349.0,2.0,10.0,11.0,114.2,6.7176470588235295,5.571,1.15
Greg Dulcich,MIA,TE,28.0,111.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,48.0,540.0,2.0,0.0,14.0,114.0,6.705882352941177,5.294,1.41
A.J. Barner,SEA,TE,27.0,114.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,61.0,45.0,432.0,4.0,2.0,12.0,114.0,6.705882352941177,5.382,1.32
Antonio Williams,WAS,WR,65.0,116.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,62.0,41.0,522.0,3.0,1.0,12.0,113.4,6.670588235294118,5.465,1.21
Jauan Jennings,MIN,WR,67.0,115.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,46.0,486.0,3.0,0.0,13.0,112.6,6.623529411764705,5.271,1.35
Travis Hunter,JAX,WR,68.0,112.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,68.0,42.0,496.0,3.0,1.0,12.0,110.7,6.511764705882352,5.276,1.24
Mike Gesicki,CIN,TE,30.0,107.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,40.0,393.0,5.0,0.0,10.0,109.3,6.429411764705883,5.253,1.18
Cade Otton,TB,TE,29.0,111.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,48.0,480.0,2.0,0.0,13.0,108.0,6.352941176470588,4.941,1.41
Omar Cooper Jr.,NYJ,WR,72.0,105.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,58.0,40.0,478.0,3.0,1.0,11.0,107.0,6.294117647058824,5.118,1.18
Tank Dell,HOU,WR,69.0,106.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,45.0,0.0,60.0,38.0,462.0,3.0,2.0,11.0,106.7,6.276470588235294,5.159,1.12
Chris Bell,MIA,WR,71.0,105.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,40.0,535.0,2.0,0.0,13.0,105.5,6.205882352941177,5.029,1.18
Evan Engram,DEN,TE,31.0,106.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,47.0,463.0,2.0,0.0,12.0,105.3,6.194117647058825,4.812,1.38
Shedeur Sanders,CLE,QB,34.0,96.0,17.0,232.0,147.0,1623.0,7.0,6.0,18.0,21.0,119.0,1.0,0.0,0.0,0.0,0.0,,,104.82,6.165882352941176,6.166,-0.0
Malik Washington,MIA,WR,70.0,106.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,77.0,0.0,60.0,41.0,431.0,2.0,3.0,12.0,103.8,6.105882352941176,4.9,1.21
Cooper Kupp,SEA,WR,73.0,101.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,38.0,472.0,3.0,0.0,11.0,103.2,6.070588235294117,4.953,1.12
Jack Bech,LV,WR,74.0,100.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,41.0,483.0,2.0,0.0,12.0,101.3,5.958823529411766,4.753,1.21
Samaje Perine,CIN,RB,48.0,101.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,443.0,3.0,23.0,19.0,139.0,1.0,25.0,4.0,101.2,5.952941176470588,5.394,0.56
Darnell Mooney,NYG,WR,76.0,95.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,60.0,32.0,469.0,3.0,1.0,12.0,98.1,5.770588235294119,4.829,0.94
Nick Westbrook-Ikhine,IND,WR,75.0,96.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,34.0,433.0,3.0,0.0,11.0,95.3,5.605882352941177,4.606,1.0
Brian Robinson Jr.,ATL,RB,49.0,94.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,560.0,4.0,11.0,9.0,59.0,0.0,31.0,2.0,94.9,5.582352941176471,5.318,0.26
Ryan Flournoy,DAL,WR,77.0,90.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,51.0,34.0,385.0,3.0,1.0,9.0,91.7,5.394117647058824,4.394,1.0
Caleb Douglas,MIA,WR,79.0,88.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,34.0,448.0,2.0,0.0,11.0,90.8,5.341176470588236,4.341,1.0
Braelon Allen,NYJ,RB,51.0,87.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,421.0,4.0,16.0,13.0,89.0,0.0,23.0,3.0,88.0,5.176470588235294,4.794,0.38
Tre Harris,LAC,WR,78.0,89.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,35.0,408.0,2.0,0.0,10.0,87.80000000000001,5.1647058823529415,4.135,1.03
Dyami Brown,WAS,WR,81.0,85.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,30.0,395.0,3.0,0.0,9.0,87.5,5.147058823529412,4.265,0.88
Tyler Allgeier,ARI,RB,50.0,91.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,385.0,3.0,23.0,18.0,126.0,0.0,26.0,4.0,87.1,5.123529411764705,4.594,0.53
Darius Slayton,NYG,WR,80.0,87.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,49.0,31.0,428.0,2.0,1.0,10.0,87.00000000000001,5.11764705882353,4.206,0.91
Dylan Sampson,CLE,RB,52.0,87.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,227.0,1.0,36.0,30.0,207.0,1.0,13.0,7.0,85.4,5.023529411764706,4.141,0.88
David Njoku,LAC,TE,32.0,85.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,33.0,337.0,3.0,0.0,9.0,84.7,4.982352941176471,4.012,0.97
Jahan Dotson,ATL,WR,82.0,84.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,32.0,403.0,2.0,0.0,10.0,84.30000000000001,4.958823529411766,4.018,0.94
Ja'Kobi Lane,BAL,WR,83.0,82.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,26.0,393.0,3.0,0.0,9.0,83.30000000000001,4.9,4.135,0.77
Ty Johnson,BUF,RB,53.0,85.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,219.0,2.0,31.0,22.0,208.0,1.0,11.0,6.0,82.7,4.864705882352942,4.218,0.65
Tyrone Tracy Jr.,NYG,RB,54.0,80.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,417.0,1.0,20.0,16.0,117.0,1.0,22.0,4.0,81.4,4.788235294117648,4.318,0.47
Michael Mayer,LV,TE,33.0,81.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,37.0,363.0,1.0,0.0,10.0,79.30000000000001,4.6647058823529415,3.576,1.09
Tyquan Thornton,KC,WR,85.0,77.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,24.0,359.0,3.0,0.0,8.0,77.9,4.582352941176471,3.876,0.71
Andrei Iosivas,CIN,WR,84.0,77.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,46.0,27.0,317.0,3.0,1.0,8.0,77.8,4.576470588235294,3.782,0.79
Ja'Tavion Sanders,CAR,TE,34.0,77.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,35.0,302.0,2.0,0.0,9.0,77.2,4.541176470588235,3.512,1.03
Van Jefferson,WAS,WR,86.0,75.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,28.0,358.0,2.0,0.0,9.0,75.80000000000001,4.458823529411766,3.635,0.82
Darnell Washington,PIT,TE,35.0,72.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,31.0,304.0,2.0,0.0,8.0,73.4,4.31764705882353,3.406,0.91
