Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsGamesPlayed,AlignmentBackfieldRoutesPercentage,AlignmentInlineRoutesPercentage,TargetsTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAirTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,playerStatsFirstDownsReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,YardsAfterContactTotal,DropsTotal,TargetedReadFirstTotal,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsAfterContact,playerStatsInside20ReceivingTargetsTotal,TargetsContestedTotal,ReceptionsContested,ReceptionsHero,TargetsInEndzone,TouchdownsTotal,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception
Julian Hill,MIA,TE,12,No,Yes,No,9,No,No,0.4444,0.1111,,,16,,0.4444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dameon Pierce,HST,RB,4,No,Yes,No,4,No,No,,0.25,,,11,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Corum,LA,RB,1,No,Yes,No,1,No,No,,,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Strong,CLV,RB,15,No,Yes,No,10,No,No,,0.2,2.9789,2.9789,13,0.6,0.2,2,1,0.5,0.2,,,,,12,6,,39.6,,,-7.7086,,,,0.5,,,,,,,,,,,,,,,1,,0.5,,,,,,,,,,
Kendre Miller,NO,RB,1,No,Yes,No,1,No,No,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diontae Johnson,HST,WR,17,No,Yes,No,17,No,No,0.3529,0.6471,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton Berrios,MIA,WR,6,No,Yes,No,6,No,No,0.5,0.5,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK Metcalf,SEA,WR,18,No,Yes,No,18,No,No,0.1667,0.8333,4.4163,4.4163,15,,,2,2,1,0.1111,2,1,34,,40,20,1,158.3,1.8889,17,5.5876,17,,2,0.3333,9.4,11.4,10.4,11.4,11.4,11.4,10.4,11.4,11.4,11.4,10.4,11.4,11.4,,,,,,1,,,,1,1,1,,
Mark Andrews,BLT,TE,34,No,Yes,No,30,No,No,0.6,0.1,8.3777,8.3777,17,,0.3,5,4,0.8,0.1667,4,0.8,93,64,57,11.4,1,118.8,3.1,18.6,9.6175,23.25,16,2,0.4545,9.3,13.3,11.3,13.3,15.3,13.3,11.3,13.3,13.3,13.3,11.3,15.3,13.3,44,,,,11,,,,1,,,,1,0.25
Parker Washington,JAX,WR,27,No,Yes,Yes,27,No,No,0.5556,0.4444,1.359,1.359,17,,,1,,,0.037,,,,,10,10,,39.6,,,-7.5,,,,0.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyCole Pruitt,PIT,TE,6,No,Yes,No,6,No,No,0.1667,,3.1918,3.1918,12,,0.8333,1,1,1,0.1667,1,1,10,3,7,7,,108.3,1.6667,10,2.6922,10,3,,0.5,1,2,1.5,2,2.5,2,1.5,2,2,2,1.5,2.5,2,2,,,,2,,,,,,,,,
Allen Robinson,DET,WR,2,No,Yes,Yes,2,No,Yes,0.5,0.5,1.7121,1.7121,12,,,1,1,1,0.5,,,,,7,7,,39.6,,,-7.0645,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Josiah Deguara,JAX,TE,1,No,Yes,Yes,1,No,No,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braelon Allen,NYJ,RB,9,No,Yes,No,8,No,No,,0.5,1.3892,1.3892,17,0.5,,1,,,0.125,,,,,5,5,,39.6,,,-7.233,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Higgins,ARZ,TE,12,No,Yes,No,11,No,No,0.4545,0.1818,3.0137,3.0137,17,,0.3636,1,1,1,0.0909,1,1,18,,26,26,1,158.3,1.6364,18,6.8476,18,,1,0.25,7.8,8.8,8.3,8.8,9.3,8.8,8.3,8.8,8.8,8.8,8.3,9.3,8.8,,,,,,1,1,1,,1,1,1,,
Dan Chisena,CAR,WR,1,No,Yes,No,1,No,Yes,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Thielen,CAR,WR,32,No,Yes,No,32,No,Yes,0.6875,0.3125,2.8175,2.8175,10,,,2,,,0.0625,,,,,47,23.5,1,,,,-11.5045,,,,0.2222,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonnu Smith,MIA,TE,27,No,Yes,No,25,No,No,0.4,0.24,8.0547,8.0547,17,,0.36,4,3,0.75,0.16,2,0.5,70,39,38,9.5,1,135.4,2.8,17.5,9.1615,35,19.5,2,0.3077,13,15,14,15,16,15,14,15,15,15,14,16,15,,1,,0.25,,1,,,,1,1,,,
Harrison Bryant,LV,TE,4,Yes,Yes,No,4,No,No,0.5,0.25,1.5355,1.5355,13,,0.25,1,1,1,0.25,1,1,18,11,7,7,,118.8,4.5,18,10.6922,18,11,1,0.5,1.8,2.8,2.3,2.8,3.3,2.8,2.3,2.8,2.8,2.8,2.3,3.3,2.8,4,,,,4,,,,,,,,,
Tylan Wallace,BLT,WR,11,No,Yes,No,8,No,No,0.125,0.875,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Kinsey,TEN,WR,4,No,Yes,No,4,No,No,0.75,0.25,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Palmer,LAC,WR,18,Yes,Yes,No,17,No,No,0.3529,0.6471,1.9013,1.9013,15,,,1,1,1,0.0588,1,1,10,,10,10,,108.3,0.5882,10,2.5,10,,1,0.1667,1,2,1.5,2,2,2,1.5,2,2,2,1.5,2,2,,,,,,,,,,,,,,
Antonio Gibson,NE,RB,11,No,Yes,No,8,No,Yes,0.125,,,,17,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tutu Atwell,LA,WR,5,No,Yes,No,5,No,No,0.4,0.6,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Moore,CAR,WR,23,No,Yes,No,23,No,Yes,0.3043,0.6522,,,17,,0.0435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Shorter,LV,TE,2,No,Yes,No,1,No,No,,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Wilson,NYJ,WR,22,No,Yes,No,22,No,No,0.4545,0.5,1.5536,1.5536,17,0.0455,,1,1,1,0.0455,1,1,11,3,8,8,,112.5,0.5,11,3.4894,11,3,1,0.1111,1.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,,,,,,,,,,,,,,
Amon-Ra St. Brown,DET,WR,10,Yes,Yes,No,10,No,No,0.6,0.4,1.4333,1.4333,17,,,1,1,1,0.1,1,1,18,15,3,3,,118.8,1.8,18,12.5501,18,15,1,0.25,1.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,2,,,,2,,,,,,,,,
Jeff Wilson,MIA,RB,5,No,Yes,No,1,No,No,1,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny McIntosh,SEA,RB,1,No,Yes,No,1,No,No,,,,,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kameron Johnson,TB,WR,1,Yes,Yes,No,1,No,No,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyami Brown,WAS,WR,17,No,Yes,Yes,17,No,No,0.1765,0.8235,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erik Ezukanma,MIA,WR,1,No,Yes,No,1,No,No,1,,2.7,2.7,2,,,1,,,1,,,,,47,47,1,39.6,,,-15,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Emanuel Wilson,GB,RB,3,No,Yes,Yes,2,No,No,0.5,,,,17,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quentin Johnston,LAC,WR,14,Yes,Yes,No,12,No,No,0.1667,0.8333,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Wilson,PHI,WR,13,No,No,No,13,No,No,0.3077,0.6923,7.8778,7.8778,16,,,2,2,1,0.1538,1,0.5,5,,30,15,,95.8,0.3846,2.5,-7.7899,5,,1,0.3333,6.5,7.5,7,7.5,7.5,7.5,7,7.5,7.5,7.5,7,7.5,7.5,,,,,,2,1,,,2,1,1,,
Chris Manhertz,NYG,TE,4,No,No,No,2,No,No,,,,,17,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Whiteheart,CLV,TE,8,No,Yes,No,5,No,No,,0.2,1.7526,1.7526,11,0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Charbonnet,SEA,RB,13,No,Yes,No,11,No,No,,0.2727,,,17,0.7273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuba Hubbard,CAR,RB,34,No,Yes,Yes,28,No,No,0.0714,0.2857,2.2622,2.2622,15,0.6429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Wayne,HST,WR,1,Yes,Yes,No,1,No,No,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ Barner,SEA,TE,8,No,Yes,No,8,No,No,0.375,0.25,1.428,1.428,17,,0.375,1,1,1,0.125,1,1,5,1,4,4,,87.5,0.625,5,-1.0667,5,1,,0.5,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,,,,,,,,,,,,,,
Cam Grandy,CIN,TE,1,No,Yes,No,1,No,No,,,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malachi Corley,NYJ,WR,3,Yes,Yes,No,3,No,Yes,0.3333,0.6667,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Moore,CLV,WR,48,No,Yes,No,48,No,No,0.5625,0.4375,7.2131,7.2131,17,,,4,3,0.75,0.0833,3,0.75,55,20,39,9.75,1,116.7,1.1458,13.75,6.4508,18.3333,6.6667,1,0.2857,5.5,8.5,7,8.5,8.5,8.5,7,8.5,8.5,8.5,7,8.5,8.5,4,,,,1.3333,1,,,,,,,1,0.3333
Rachaad White,TB,RB,19,No,Yes,No,16,No,No,,0.125,,,16,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Worthy,KC,WR,29,No,Yes,No,28,No,No,0.3214,0.6786,1.4559,1.4559,17,,,1,1,1,0.0357,,,,,9,9,,39.6,,,-7.4539,,,,0.2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,
Ty Johnson,BUF,RB,17,No,Yes,No,17,No,Yes,0.4118,0.0588,4.5121,4.5121,17,0.4706,0.0588,2,1,0.5,0.1176,1,0.5,16,,30,15,,116.7,0.9412,8,-2.2992,16,,1,0.25,7.6,8.6,8.1,9.1,8.6,8.6,8.1,8.6,8.6,8.6,8.1,8.6,8.6,,,,,,2,,,,2,1,1,,
Kareem Hunt,KC,RB,8,No,Yes,No,7,No,Yes,0.1429,0.2857,,,13,0.5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Jefferson,PIT,WR,34,No,Yes,No,33,No,No,0.2424,0.7576,1.3579,1.3579,17,,,1,,,0.0303,,,,,-1,-1,,39.6,,,-6.1699,,,,0.0714,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Powell,MIN,WR,9,Yes,Yes,No,9,No,No,0.7778,0.2222,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Henry,BLT,RB,18,No,Yes,No,13,No,No,,,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Cowing,SF,WR,3,No,Yes,No,3,No,No,,1,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Austin,PIT,WR,38,No,Yes,No,38,No,No,0.6316,0.3684,9.3615,9.3615,17,,,4,3,0.75,0.1053,3,0.75,41,3,42,10.5,,107.3,1.0789,10.25,1.8736,13.6667,1,1,0.2105,4.1,7.1,5.6,7.1,7.1,7.1,5.6,7.1,7.1,7.1,5.6,7.1,7.1,1,,,,0.3333,2,1,1,,1,,,,
Ronnie Bell,SF,WR,5,No,No,No,5,No,No,0.2,0.8,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bijan Robinson,ATL,RB,12,No,Yes,No,10,No,Yes,0.1,,,,17,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaleel McLaughlin,DEN,RB,9,No,Yes,No,7,No,No,,0.2857,,,16,0.7143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoff Swaim,CLV,TE,8,No,Yes,No,5,No,No,,,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Freiermuth,PIT,TE,48,No,Yes,No,47,No,No,0.617,0.1702,3.0189,3.0189,17,,0.2128,2,2,1,0.0426,2,1,38,14,24,12,,118.8,0.8085,19,10.0443,19,7,2,0.1,3.8,5.8,4.8,5.8,6.8,5.8,4.8,5.8,5.8,5.8,4.8,6.8,5.8,13,,,,6.5,,,,,,,,1,0.5
Cordarrelle Patterson,PIT,RB,6,No,Yes,No,6,No,No,0.1667,0.5,1.4103,1.4103,13,0.3333,,1,1,1,0.1667,1,1,14,9,5,5,,118.8,2.3333,14,6.767,14,9,1,0.3333,1.4,2.4,1.9,2.9,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,4,,,,4,,,,,,,,,
Isiah Pacheco,KC,RB,4,No,Yes,No,3,No,Yes,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zay Jones,ARZ,WR,14,No,Yes,No,14,No,No,0.3571,0.6429,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irv Smith,HST,TE,1,No,Yes,No,1,No,No,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Sinnott,WAS,TE,7,No,Yes,Yes,5,No,No,0.2,,,,17,0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefon Diggs,HST,WR,19,No,Yes,No,19,No,No,0.4737,0.5263,5.983,5.983,8,,,3,1,0.3333,0.1579,1,0.3333,28,6,77,25.6667,2,68.8,1.4737,9.3333,-3.2021,28,6,1,0.6,2.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,3.8,3.3,3.8,3.8,2,,1,,2,,,,,,,,,
Jeremy Ruckert,NYJ,TE,3,No,Yes,No,3,No,No,0.3333,0.3333,,,17,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalif Raymond,DET,WR,1,Yes,Yes,No,1,No,No,,1,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darnell Mooney,ATL,WR,10,No,Yes,No,10,No,No,0.4,0.6,1.716,1.716,16,,,1,,,0.1,,,,,15,15,,39.6,,,-10.4097,,,,0.5,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Brandon Aiyuk,SF,WR,16,No,No,Yes,16,No,No,0.375,0.625,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen Lazard,NYJ,WR,16,No,Yes,No,16,No,No,0.5,0.5,4.3655,4.3655,12,,,2,1,0.5,0.125,1,0.5,27,21,27,13.5,1,95.8,1.6875,13.5,4.4058,27,21,1,0.2857,2.7,3.7,3.2,3.7,3.7,3.7,3.2,3.7,3.7,3.7,3.2,3.7,3.7,18,,,,18,,,,,,,,1,1
Andrei Iosivas,CIN,WR,29,No,Yes,No,28,No,No,0.5,0.5,8.4486,8.4486,17,,,4,3,0.75,0.1429,3,0.75,61,10,62,15.5,1,116.7,2.1786,15.25,5.727,20.3333,3.3333,2,0.3077,6.1,9.1,7.6,9.1,9.1,9.1,7.6,9.1,9.1,9.1,7.6,9.1,9.1,2,,,,0.6667,,,,1,,,,,
Chase Brown,CIN,RB,17,No,Yes,No,13,No,No,0.0769,0.0769,4.5085,4.5085,16,0.8462,,1,1,1,0.0769,1,1,14,5,9,9,,118.8,1.0769,14,6.6056,14,5,1,0.1111,1.4,2.4,1.9,2.9,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,3,,,,3,,,,,,,,,
Najee Harris,PIT,RB,29,No,Yes,No,21,No,No,,0.0476,1.4109,1.4109,17,0.9048,0.0476,1,1,1,0.0476,1,1,11,6,5,5,,112.5,0.5238,11,3.767,11,6,,0.1,1.1,2.1,1.6,2.6,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,,,,,,,,,,,,,,
Tanner Hudson,CIN,TE,4,No,Yes,No,3,No,No,0.3333,,,,11,0.3333,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtis Samuel,BUF,WR,17,No,Yes,No,16,No,Yes,0.5,0.5,4.3044,4.3044,14,,,2,1,0.5,0.125,1,0.5,38,2,61,30.5,2,95.8,2.375,19,6.3807,38,2,1,0.4,3.8,4.8,4.3,4.8,4.8,4.8,4.3,4.8,4.8,4.8,4.3,4.8,4.8,,,,,,,,,,,,,,
Devontez Walker,BLT,WR,1,No,Yes,No,1,No,No,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Ekeler,WAS,RB,17,No,Yes,Yes,14,No,No,0.1429,0.1429,,,12,0.7143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaheim Bell,NE,TE,2,No,Yes,No,2,No,Yes,1,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Sample,CIN,TE,18,No,Yes,No,13,No,No,0.1538,,1.5754,1.5754,17,0.2308,0.6154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Bellinger,NYG,TE,10,No,No,No,8,No,No,0.375,,,,17,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Reagor,LAC,WR,4,No,No,No,4,No,No,0.25,0.75,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey McBride,ARZ,TE,43,No,Yes,No,42,No,No,0.7143,0.119,4.7408,4.7408,16,,0.1667,3,2,0.6667,0.0714,2,0.6667,18,,43,14.3333,1,82.6,0.4286,6,-2.4382,9,,1,0.2,1.8,3.8,2.8,3.8,4.8,3.8,2.8,3.8,3.8,3.8,2.8,4.8,3.8,,,,,,,1,1,,,,,,
Patrick Taylor,SF,RB,5,No,Yes,No,3,No,No,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carson Steele,KC,RB,5,No,Yes,No,5,No,No,0.2,0.2,,,16,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Bates,WAS,TE,15,No,Yes,Yes,6,No,No,0.1667,,,,17,,0.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dontayvion Wicks,GB,WR,7,No,Yes,Yes,7,No,No,0.4286,0.5714,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawson Knox,BUF,TE,21,No,Yes,Yes,18,No,No,0.3333,0.3333,2.5771,2.5771,16,,0.3333,1,1,1,0.0556,1,1,12,,14,14,,156.3,0.6667,12,1.7183,12,,1,0.1429,7.2,8.2,7.7,8.2,8.7,8.2,7.7,8.2,8.2,8.2,7.7,8.7,8.2,,,,,,1,,,,1,1,1,,
Noah Brown,WAS,WR,13,No,Yes,No,13,No,No,0.1538,0.8462,1.6083,1.6083,11,,,1,,,0.0769,,,,,22,22,1,39.6,,,-11.9241,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyren Williams,LA,RB,12,No,Yes,Yes,10,No,No,,0.1,6.2206,6.2206,16,0.8,0.1,4,3,0.75,0.4,3,0.75,10,12,2,0.5,,77.1,1,2.5,-3.6134,3.3333,4,,0.5714,1,4,2.5,5.5,4,4,2.5,4,4,4,2.5,4,4,5,,,,1.6667,2,,,,,,,,
Tucker Kraft,GB,TE,14,No,Yes,Yes,11,No,No,0.4545,0.1818,0.625,0.625,17,,0.3636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payne Durham,TB,TE,7,No,Yes,No,7,No,No,,0.2857,1.328,1.328,16,,0.7143,1,1,1,0.1429,1,1,26,4,22,22,1,118.8,3.7143,26,15.4251,26,4,1,1,2.6,3.6,3.1,3.6,4.1,3.6,3.1,3.6,3.6,3.6,3.1,4.1,3.6,1,,,,1,,1,1,1,,,,,
Trey Palmer,TB,WR,8,No,Yes,No,8,No,No,0.25,0.75,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montrell Washington,KC,WR,1,No,No,Yes,1,No,Yes,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Mims,DEN,WR,15,No,Yes,No,15,No,No,0.3333,0.6667,3.4196,3.4196,17,,,1,,,0.0667,,,,,38,38,1,39.6,,,-11.7164,,,,0.2,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Dallas Goedert,PHI,TE,20,No,No,No,19,No,No,0.3158,0.2105,1.2564,1.2564,10,,0.4737,1,1,1,0.0526,1,1,9,3,6,6,,104.2,0.4737,9,1.907,9,3,,0.1429,0.9,1.9,1.4,1.9,2.4,1.9,1.4,1.9,1.9,1.9,1.4,2.4,1.9,1,,,,1,,,,,,,,,
Roschon Johnson,CHI,RB,13,No,Yes,Yes,8,No,No,,,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedric Tillman,CLV,WR,23,No,Yes,No,21,No,No,0.381,0.619,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Ridley,TEN,WR,35,No,Yes,No,35,No,No,0.2286,0.7714,1.8915,1.8915,17,,,1,1,1,0.0286,1,1,30,4,26,26,1,118.8,0.8571,30,16.9886,30,4,1,0.125,3,4,3.5,4,4,4,3.5,4,4,4,3.5,4,4,,,,,,,,,,,,,,
Raheem Mostert,MIA,RB,17,No,Yes,No,14,No,No,0.1429,0.2857,1.329,1.329,13,0.5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Coker,CAR,WR,15,No,Yes,No,15,No,Yes,0.7333,0.2667,6.2756,6.2756,11,,,2,2,1,0.1333,2,1,17,9,8,4,,102.1,1.1333,8.5,2.3582,8.5,4.5,1,1,1.7,3.7,2.7,3.7,3.7,3.7,2.7,3.7,3.7,3.7,2.7,3.7,3.7,1,,1,,0.5,1,,,,,,,,
Brayden Willis,SF,TE,1,No,Yes,No,1,No,No,1,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Pitts,ATL,TE,11,No,Yes,No,11,No,Yes,0.2727,0.2727,3.7752,3.7752,17,,0.4545,1,1,1,0.0909,1,1,12,,15,15,,156.3,1.0909,12,1.3609,12,,1,0.3333,7.2,8.2,7.7,8.2,8.7,8.2,7.7,8.2,8.2,8.2,7.7,8.7,8.2,,,,,,1,,,,1,1,1,,
Trishton Jackson,MIN,WR,1,No,Yes,No,1,No,No,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dante Pettis,NO,WR,4,No,Yes,No,4,No,No,0.25,0.75,3.12,3.12,8,,,1,,,0.25,,,,,12,12,,39.6,,,-9.0461,,,,0.3333,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
Jayden Reed,GB,WR,12,No,Yes,Yes,11,No,No,0.8182,0.1818,1.9647,1.9647,17,,,1,1,1,0.0909,1,1,33,,33,33,1,118.8,3,33,20.5325,33,,1,1,3.3,4.3,3.8,4.3,4.3,4.3,3.8,4.3,4.3,4.3,3.8,4.3,4.3,,,,,,,1,1,1,,,,,
Terry McLaurin,WAS,WR,36,No,Yes,Yes,36,No,No,0.1111,0.8889,5.5942,5.5942,17,,,2,1,0.5,0.0556,1,0.5,16,,44,22,2,116.7,0.4444,8,-2.7283,16,,1,0.5,7.6,8.6,8.1,8.6,8.6,8.6,8.1,8.6,8.6,8.6,8.1,8.6,8.6,,,,,,1,1,1,,1,1,1,1,1
Ainias Smith,PHI,WR,2,No,No,No,2,No,No,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Godwin,TB,WR,10,No,Yes,No,10,No,No,0.5,0.5,6.4092,6.4092,7,,,1,1,1,0.1,1,1,8,3,5,5,,100,0.8,8,1.6372,8,3,,0.5,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,2,,,,2,,,,,,,,,
Mike Boone,CAR,RB,2,No,Yes,No,2,No,Yes,,0.5,,,5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
