Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsPerRoute,YardsAirTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerTargetYardsOverExpected,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsGamesPlayed,AlignmentWideRoutesPercentage,TargetsCatchableTotal,TargetsCatchablePercentage,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,DropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,AlignmentBackfieldRoutesPercentage,playerStatsInside20ReceivingTargetsTotal,TargetsContestedTotal,ReceptionsContested,TargetsInEndzone,TouchdownsTotal,ReceptionsHero,DeepTargetTargetsTotal
Dallas Goedert,PHI,TE,32,No,No,No,32,1,Yes,Yes,0.0312,1,0.2188,0.6562,1,79.2,-3.7754,1.5479,1.5479,0.0312,15,0.125,1,1,1,1,2,1,,,,,0.0625,2,,2,1,,,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,,,,,,,,
Cedric Tillman,CLV,WR,30,No,No,No,29,,No,Yes,,,,0.2414,,,,,,,13,0.7586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Ridley,TEN,WR,12,No,Yes,No,12,,Yes,Yes,,,,0.5,,,,,,,7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harold Fannin,CLV,TE,41,No,Yes,Yes,40,3,No,Yes,0.075,-1,0.525,0.375,-0.3333,81.3,0.3615,5.7083,5.7083,0.0732,16,0.1,2,0.6667,2,0.6667,17,19,6,,,,0.425,5.6667,,8.5,9.5,3,1,1.7,3.7,2.7,3.7,4.7,3.7,2.7,3.7,3.7,3.7,2.7,4.7,3.7,,,,,,,,
Terry McLaurin,WAS,WR,13,Yes,No,Yes,13,,No,Yes,,,,0.1538,,,,,,,10,0.8462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Godwin,TB,WR,17,No,No,No,17,,No,Yes,,,,0.4706,,,,,,,9,0.5294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Neal,NO,RB,19,No,No,No,19,13,No,Yes,0.6842,-23,,0.0526,-1.7692,91,0.1208,20.1791,20.1791,0.6842,9,,12,0.9231,11,0.8462,76,92,55,1,5,0.4545,4,5.8462,0.0769,6.9091,8.3636,5,4,7.6,18.6,13.1,24.1,18.6,18.6,13.1,18.6,18.6,18.6,13.1,18.6,18.6,0.9474,,1,1,,,,
Oronde Gadsden,LAC,TE,27,No,Yes,No,25,1,No,No,0.04,2,0.4,0.36,2,91.7,-0.3701,1.3995,1.3995,0.037,15,0.2,1,1,1,1,6,4,1,,,,0.24,6,,6,4,1,,0.6,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,0.04,,,,,,,
TreVeyon Henderson,NE,RB,26,No,No,Yes,26,22,No,Yes,0.8462,-5,,0.0385,-0.2273,84.3,-1.817,35.3137,35.3137,0.8462,17,,20,0.9091,18,0.8182,93,106,11,2,2,0.1111,3.5769,4.2273,0.0909,5.1667,5.8889,0.6111,1,9.3,27.3,18.3,36.3,27.3,27.3,18.3,27.3,27.3,27.3,18.3,27.3,27.3,0.9615,2,,,,,,
Jayden Reed,GB,WR,10,Yes,No,Yes,10,2,No,Yes,0.2,1,0.1,0.8,0.5,79.2,-4.2521,2.7874,2.7874,0.2,7,0.1,2,1,2,1,3,2,,,1,0.5,0.3,1.5,,1.5,1,,,0.3,2.3,1.3,2.3,2.3,2.3,1.3,2.3,2.3,2.3,1.3,2.3,2.3,,,,,,,,
Brayden Willis,SF,TE,1,No,No,No,1,,No,Yes,,,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Pitts,ATL,TE,37,No,No,No,37,5,No,Yes,0.1351,8,0.6486,0.2162,1.6,85.8,-1.2967,6.9927,6.9927,0.1351,17,0.1351,5,1,5,1,23,15,2,,1,0.2,0.6216,4.6,,4.6,3,0.4,,2.3,7.3,4.8,7.3,9.8,7.3,4.8,7.3,7.3,7.3,4.8,9.8,7.3,,,1,1,,,,
Dante Pettis,NO,WR,5,No,No,No,5,2,No,Yes,0.4,-5,,0.6,-2.5,118.8,10.28,3.2922,3.2922,0.4,8,0.4,2,1,2,1,31,36,16,,4,2,6.2,15.5,,15.5,18,8,,2.1,4.1,3.1,4.1,4.1,4.1,2.1,3.1,3.1,3.1,2.1,4.1,3.1,,,,,,,,
Raheim Sanders,CLV,RB,5,No,No,No,3,3,No,Yes,1,4,,,1.3333,72.9,-2.739,4.2288,4.2288,0.6,4,,2,0.6667,2,0.6667,11,10,4,,1,0.5,3.6667,3.6667,,5.5,5,2,,1.1,3.1,2.1,4.1,3.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,1,,,,,,,
Tyler Warren,IND,TE,40,No,Yes,No,39,2,No,Yes,0.0513,1,0.4872,0.359,0.5,62.5,-1.0865,2.9016,2.9016,0.05,17,0.1538,1,0.5,1,0.5,9,6,1,,1,1,0.2308,4.5,,9,6,1,,0.9,1.9,1.4,1.9,2.4,1.9,1.4,1.9,1.9,1.9,1.4,2.4,1.9,,,,,,,,
Albert Okwuegbunam,LV,TE,1,Yes,No,No,1,1,No,Yes,1,1,1,,1,118.8,10.2246,1.4576,1.4576,1,1,,1,1,1,1,16,15,2,,,,16,16,,16,15,2,1,1.6,2.6,2.1,2.6,3.1,2.6,2.1,2.6,2.6,2.6,2.1,3.1,2.6,,,,,,,,
Chris Rodriguez,WAS,RB,4,Yes,No,Yes,2,2,No,Yes,1,2,,,1,91.7,-0.1109,2.8293,2.8293,0.5,13,,2,1,2,1,12,10,4,,,,6,6,,6,5,2,,1.2,3.2,2.2,4.2,3.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,1,,,,,,,
Theo Wease,MIA,WR,3,No,No,Yes,2,,No,Yes,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olamide Zaccheaus,CHI,WR,15,No,Yes,No,15,,No,No,,,,0.4,,,,,,,16,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alec Pierce,IND,WR,35,No,Yes,No,35,,No,Yes,,,,0.1429,,,,,,,15,0.8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Tolbert,DAL,WR,27,No,Yes,Yes,27,1,No,Yes,0.037,-3,,0.5185,-3,79.2,-4.9408,1.858,1.858,0.037,13,0.4815,1,1,1,1,,3,1,,,,,,,,3,1,,,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,,,,,,,,
Drake London,ATL,WR,17,No,No,No,17,,No,Yes,,,,0.3529,,,,,,,12,0.6471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylin Lane,WAS,WR,6,No,No,No,6,,No,Yes,,,,,,,,,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaJohntay Wester,BLT,WR,4,Yes,No,No,4,,No,Yes,,,,0.5,,,,,,,16,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo Melton,GB,WR,9,Yes,No,Yes,9,,No,Yes,,,,0.3333,,,,,,,9,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian McCaffrey,SF,RB,53,No,No,No,51,36,No,Yes,0.7059,79,0.0196,0.0588,2.1944,80.8,-0.2335,51.8693,51.8693,0.6792,17,,33,0.9167,31,0.8611,222,162,72,1,6,0.1935,4.3529,6.1667,0.0278,7.1613,5.2258,2.3226,11,22.2,53.2,37.7,68.7,53.2,56.2,40.7,53.2,53.2,53.2,37.7,53.2,53.2,0.9216,2,3,2,,,,
Tez Johnson,TB,WR,18,No,No,No,18,,No,Yes,,,,0.6111,,,,,,,16,0.3889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khalil Shakir,BUF,WR,33,No,No,No,32,4,Yes,Yes,0.125,-12,0.0625,0.5312,-3,118.8,8.6621,6.7821,6.7821,0.1212,16,0.4062,4,1,4,1,55,67,44,,2,0.5,1.7188,13.75,,13.75,16.75,11,2,5.5,9.5,7.5,9.5,9.5,9.5,7.5,9.5,9.5,9.5,7.5,9.5,9.5,,1,,,,,,
Sterling Shepard,TB,WR,21,No,Yes,No,21,,No,No,,,,0.2857,,,,,,,13,0.7143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Blair,ATL,WR,1,No,No,No,1,,No,Yes,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Tinsley,CIN,WR,15,No,No,No,15,,No,Yes,,,,,,,,,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaxon Smith-Njigba,SEA,WR,32,No,No,No,32,,No,Yes,,,0.0312,0.2188,,,,,,,17,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brycen Tremayne,CAR,WR,5,No,No,No,5,,No,Yes,,,,0.6,,,,,,,16,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,
Sam LaPorta,DET,TE,15,No,No,No,12,1,No,No,0.0833,,0.75,0.1667,,147.9,4.711,2.1463,2.1463,0.0667,9,0.0833,1,1,1,1,10,10,,,1,1,0.8333,10,,10,10,,1,7,8,7.5,8,8.5,8,7.5,8,8,8,7.5,8.5,8,,1,,,,1,,
Jackson Hawes,BUF,TE,12,No,Yes,Yes,12,4,No,No,0.3333,-1,0.8333,0.1667,-0.25,90.6,0.3971,5.845,5.845,0.3333,17,,4,1,4,1,23,24,6,,,,1.9167,5.75,,5.75,6,1.5,2,2.3,6.3,4.3,6.3,8.3,6.3,4.3,6.3,6.3,6.3,4.3,8.3,6.3,,,,,,,,
Dee Eskridge,MIA,WR,6,Yes,No,No,6,,No,Yes,,,,0.1667,,,,,,,13,0.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brittain Brown,CHI,RB,1,No,Yes,No,1,1,No,Yes,1,4,,,4,39.6,-6.6619,1.3496,1.3496,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
AJ Dillon,PHI,RB,3,Yes,No,Yes,3,3,No,Yes,1,9,,,3,95.8,0.478,5.4359,5.4359,1,7,,3,1,3,1,21,12,6,,1,0.3333,7,7,,7,4,2,,1.1,4.1,2.6,5.6,4.1,4.1,1.6,3.1,3.1,3.1,1.6,4.1,3.1,1,1,,,,,,
Ross Dwelley,DET,TE,1,Yes,Yes,Yes,1,,No,Yes,,,1,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashod Bateman,BLT,WR,24,No,Yes,No,24,1,No,Yes,0.0417,1,,0.125,1,39.6,-5.1211,1.5754,1.5754,0.0417,13,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Calcaterra,PHI,TE,9,Yes,No,Yes,7,,No,Yes,,,0.4286,0.4286,,,,,,,15,0.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cade Stover,HST,TE,4,No,Yes,No,4,1,No,Yes,0.25,,0.5,0.5,,39.6,-5.289,1.4438,1.4438,0.25,9,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Jacobs,GB,RB,29,No,Yes,No,27,23,No,Yes,0.8519,-47,,0.037,-2.0435,86.8,-1.0657,34.3217,34.3217,0.7931,15,,19,0.8261,19,0.8261,111,143,29,,6,0.3158,4.1111,4.8261,,5.8421,7.5263,1.5263,2,11.1,30.1,20.6,39.6,30.1,33.1,23.6,30.1,30.1,30.1,20.6,30.1,30.1,0.963,,1,1,,,,
Tee Higgins,CIN,WR,66,No,No,No,66,,No,Yes,,,,0.0758,,,,,,,15,0.9242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Miller,PIT,WR,16,Yes,No,No,16,,No,Yes,,,,0.3125,,,,,,,13,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Waddle,MIA,WR,35,No,No,No,35,1,No,Yes,0.0286,-6,,0.2286,-6,79.2,-2.7419,1.1254,1.1254,0.0286,16,0.7714,1,1,1,1,1,7,1,,,,0.0286,1,,1,7,1,,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,,,,,,,,
Jeremy McNichols,WAS,RB,16,Yes,No,Yes,16,15,No,Yes,0.9375,-3,,0.3125,-0.2,90.1,0.2844,22.2221,22.2221,0.9375,17,,12,0.8,11,0.7333,97,95,34,1,4,0.3636,6.0625,6.4667,0.0667,8.8182,8.6364,3.0909,5,9.7,20.7,15.2,26.2,20.7,20.7,15.2,20.7,20.7,20.7,15.2,20.7,20.7,0.6875,,,,,,,
Jerome Ford,CLV,RB,21,No,No,No,20,18,No,Yes,0.9,-23,0.05,,-1.2778,79.2,-2.7912,27.2719,27.2719,0.8571,13,,18,1,17,0.9444,54,78,14,1,,,2.7,3,0.0556,3.1765,4.5882,0.8235,1,5.4,22.4,13.9,30.9,22.4,22.4,13.9,22.4,22.4,22.4,13.9,22.4,22.4,0.95,5,,,,,,
George Pickens,DAL,WR,54,No,Yes,Yes,53,,No,Yes,,,,0.0755,,,,,,,17,0.9245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Dowdle,CAR,RB,32,No,No,No,30,25,No,Yes,0.8333,-20,,0.1,-0.8,74.2,-0.1727,36.6765,36.6765,0.7812,17,,24,0.96,23,0.92,145,167,50,1,4,0.1739,4.8333,5.8,0.04,6.3043,7.2609,2.1739,7,14.5,37.5,26,49,37.5,40.5,29,37.5,37.5,37.5,26,37.5,37.5,0.9,1,,,,,,
Ricky Pearsall,SF,WR,27,No,No,No,26,,No,Yes,,,,0.1538,,,,,,,9,0.8462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pharaoh Brown,ARZ,TE,1,No,Yes,No,1,,Yes,Yes,,,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Olave,NO,WR,49,No,Yes,No,48,1,No,Yes,0.0208,-6,,0.5,-6,104.2,5.2581,3.4519,3.4519,0.0204,16,0.5,1,1,1,1,9,15,,,1,1,0.1875,9,,9,15,,1,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,,,,,,,,
Ben Skowronek,PIT,WR,8,Yes,No,No,8,,No,Yes,,,,0.375,,,,,,,16,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaux Collins,NYG,WR,5,No,No,No,5,,No,Yes,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Tonges,SF,TE,26,No,No,No,24,4,No,Yes,0.1667,3,0.5833,0.3333,0.75,91.7,0.6583,5.9697,5.9697,0.1538,16,0.0417,3,0.75,3,0.75,26,21,5,,,,1.0833,6.5,,8.6667,7,1.6667,,2.6,5.6,4.1,5.6,7.1,5.6,4.1,5.6,5.6,5.6,4.1,7.1,5.6,0.0417,,,,,,,
Trey Benson,ARZ,RB,11,No,Yes,No,11,10,No,Yes,0.9091,-5,,0.0909,-0.5,91.3,-0.117,15.0151,15.0151,0.9091,4,,10,1,10,1,59,64,13,,2,0.2,5.3636,5.9,,5.9,6.4,1.3,2,5.9,15.9,10.9,20.9,15.9,15.9,10.9,15.9,15.9,15.9,10.9,15.9,15.9,0.9091,1,,,,,,
Roman Wilson,PIT,WR,13,No,Yes,Yes,13,,No,Yes,,,,0.1538,,,,,,,13,0.8462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wan'Dale Robinson,NYG,WR,35,No,No,No,35,1,No,No,0.0286,-2,,0.8286,-2,39.6,-5.4991,1.5043,1.5043,0.0286,16,0.1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Flournoy,DAL,WR,25,No,Yes,Yes,25,2,No,Yes,0.08,-6,,0.32,-3,85.4,-0.4921,2.9047,2.9047,0.08,15,0.68,2,1,2,1,9,15,4,,1,0.5,0.36,4.5,,4.5,7.5,2,,0.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,,,,,,,,
Deebo Samuel,WAS,WR,21,Yes,No,Yes,21,2,No,Yes,0.0952,-8,,0.8095,-4,85.4,-0.0502,3.049,3.049,0.0952,16,0.1905,2,1,2,1,9,17,7,,3,1.5,0.4286,4.5,,4.5,8.5,3.5,,0.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,,,,,,,,
Devin Duvernay,CHI,WR,2,No,Yes,No,2,,No,No,,,,,,,,,,,17,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,
Mike Gesicki,CIN,TE,22,No,No,No,22,2,No,Yes,0.0909,-3,0.0455,0.7727,-1.5,56.3,-6.0559,2.9195,2.9195,0.0909,13,0.1818,1,0.5,1,0.5,,4,1,,,,,,,,4,1,,,1,0.5,1,1.5,1,0.5,1,1,1,0.5,1.5,1,,,,,,,,
Clyde Edwards-Helaire,KC,RB,2,No,Yes,No,2,2,No,Yes,1,-5,,,-2.5,85.4,-1.1945,3.6635,3.6635,1,2,,2,1,2,1,9,14,5,,,,4.5,4.5,,4.5,7,2.5,,0.9,2.9,1.9,3.9,2.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,1,,,,,,,
Tyreek Hill,MIA,WR,7,No,No,No,7,1,No,Yes,0.1429,,,0.4286,,95.8,0.9614,2.1463,2.1463,0.1429,4,0.4286,1,1,1,1,7,7,3,,,,1,7,,7,7,3,1,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,0.1429,1,,,,,,
Demarcus Robinson,SF,WR,29,No,No,No,29,1,No,Yes,0.0345,,,0.4483,,79.2,-5.0386,1.5284,1.5284,0.0345,14,0.5517,1,1,1,1,1,1,1,,,,0.0345,1,,1,1,1,,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,,,,,,,,
Tory Horton,SEA,WR,6,No,No,No,6,,No,Yes,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Kelce,KC,TE,28,Yes,No,No,26,2,No,Yes,0.0769,-4,0.3846,0.3846,-2,95.8,14.1489,3.1256,3.1256,0.0714,17,0.2308,1,0.5,1,0.5,38,40,4,,,,1.4615,19,,38,40,4,1,3.8,4.8,4.3,4.8,5.3,4.8,4.3,4.8,4.8,4.8,4.3,5.3,4.8,,,,,,,,
Cole Kmet,CHI,TE,30,No,Yes,No,25,4,No,No,0.16,-2,0.56,0.2,-0.5,90.6,-0.2319,6.057,6.057,0.1333,16,0.2,4,1,4,1,23,25,12,,1,0.25,0.92,5.75,,5.75,6.25,3,1,2.3,6.3,4.3,6.3,8.3,6.3,4.3,6.3,6.3,6.3,4.3,8.3,6.3,0.04,,,,,,,
Rhamondre Stevenson,NE,RB,26,No,No,Yes,23,17,No,Yes,0.7391,26,,,1.5294,101.5,2.0416,24.3247,24.3247,0.6538,14,,17,1,16,0.9412,142,120,16,1,1,0.0625,6.1739,8.3529,0.0588,8.875,7.5,1,3,13.2,29.2,21.2,37.2,29.2,32.2,23.2,28.2,28.2,28.2,20.2,29.2,28.2,1,1,1,,,,,
Kaleb Johnson,PIT,RB,2,No,Yes,No,2,2,No,Yes,1,-8,,,-4,62.5,-1.4951,3.6796,3.6796,1,10,,2,1,1,0.5,9,14,2,1,,,4.5,4.5,0.5,9,14,2,,0.9,1.9,1.4,2.4,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1,,,,,,,
Brenton Strange,JAX,TE,11,No,Yes,No,9,1,No,Yes,0.1111,1,0.5556,0.2222,1,108.3,4.2246,1.2969,1.2969,0.0909,12,0.2222,1,1,1,1,10,9,1,,,,1.1111,10,,10,9,1,1,1,2,1.5,2,2.5,2,1.5,2,2,2,1.5,2.5,2,,,,,,,,
Derius Davis,LAC,WR,5,No,Yes,No,5,,No,No,,,,0.4,,,,,,,11,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kylen Granson,PHI,TE,10,Yes,No,Yes,10,1,No,Yes,0.1,,0.7,0.3,,91.7,0.711,1.4231,1.4231,0.1,17,,1,1,1,1,6,6,2,,,,0.6,6,,6,6,2,,0.6,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,,,,,,,,
Konata Mumpfield,LA,WR,15,No,Yes,No,15,,Yes,Yes,,,,0.2667,,,,,,,17,0.7333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimani Vidal,LAC,RB,13,No,Yes,No,12,12,No,No,1,-22,,,-1.8333,100.3,2.1962,18.9781,18.9781,0.9231,13,,11,0.9167,10,0.8333,97,120,26,1,1,0.1,8.0833,8.0833,0.0833,9.7,12,2.6,4,9.7,19.7,14.7,24.7,19.7,19.7,14.7,19.7,19.7,19.7,14.7,19.7,19.7,1,1,,,,,,
RJ Harvey,DEN,RB,26,No,Yes,No,25,21,No,No,0.84,-30,,0.08,-1.4286,87.6,-0.5578,31.8075,31.8075,0.8077,17,,19,0.9048,16,0.7619,111,132,53,3,4,0.25,4.44,5.2857,0.1429,6.9375,8.25,3.3125,5,11.1,27.1,19.1,35.1,27.1,30.1,22.1,27.1,27.1,27.1,19.1,27.1,27.1,0.92,1,,,,,,
Mason Tipton,NO,WR,18,Yes,Yes,No,18,1,No,Yes,0.0556,-3,,0.4444,-3,87.5,0.0592,1.454,1.454,0.0556,13,0.5556,1,1,1,1,5,8,1,,,,0.2778,5,,5,8,1,,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,,,,,,,
Savion Williams,GB,WR,3,No,No,No,3,1,No,Yes,0.3333,-9,,,-9,79.2,-0.5405,1.2116,1.2116,0.3333,12,0.3333,1,1,1,1,2,11,4,,,,0.6667,2,,2,11,4,,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,0.6667,,,,,,,
Jalin Hyatt,NYG,WR,10,No,Yes,No,10,,No,Yes,,,,0.1,,,,,,,8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Njoku,CLV,TE,28,No,No,No,23,1,No,Yes,0.0435,-1,0.6957,0.2174,-1,79.2,-4.9014,1.5828,1.5828,0.0357,12,0.087,1,1,1,1,,1,1,,,,,,,,1,1,,,1,0.5,1,1.5,1,0.5,1,1,1,0.5,1.5,1,,,,,,,,
Brock Bowers,LV,TE,35,No,No,No,34,,No,Yes,,,0.2941,0.4706,,,,,,,12,0.2353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrance Ferguson,LA,TE,12,No,No,No,12,,No,Yes,,,0.1667,0.5833,,,,,,,13,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandin Cooks,BUF,WR,29,No,No,No,29,,Yes,Yes,,,,0.2414,,,,,,,15,0.7586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.J. Brown,PHI,WR,36,No,No,No,36,,Yes,Yes,,,,0.1111,,,,,,,15,0.8889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke McCaffrey,WAS,WR,10,No,No,No,10,,No,Yes,,,,0.4,,,,,,,9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brock Wright,DET,TE,9,Yes,No,No,6,,No,Yes,,,1,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samori Toure,NO,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Miller,TB,WR,3,No,Yes,No,3,,No,No,,,,,,,,,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunnar Helm,TEN,TE,36,No,Yes,No,33,4,No,Yes,0.1212,-4,0.5758,0.3333,-1,93.8,0.823,5.931,5.931,0.1111,16,0.0909,4,1,3,0.75,28,34,5,,2,0.6667,0.8485,7,,9.3333,11.3333,1.6667,,2.8,5.8,4.3,5.8,7.3,5.8,4.3,5.8,5.8,5.8,4.3,7.3,5.8,,1,1,,,,,
Justin Jefferson,MIN,WR,22,Yes,No,Yes,22,,No,Yes,,,,0.1818,,,,,,,17,0.8182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashid Shaheed,SEA,WR,42,No,No,No,42,,No,Yes,,,,0.1905,,,,,,,18,0.8095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Dulcich,MIA,TE,6,No,No,Yes,6,,No,Yes,,,1,,,,,1.385,1.385,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Mundt,JAX,TE,13,No,Yes,No,12,2,No,Yes,0.1667,5,0.8333,0.1667,2.5,118.8,12.5028,2.8732,2.8732,0.1538,16,,2,1,2,1,37,32,29,,2,1,3.0833,18.5,,18.5,16,14.5,2,3.7,5.7,4.7,5.7,6.7,5.7,4.7,5.7,5.7,5.7,4.7,6.7,5.7,,,,,,,,
Durham Smythe,CHI,TE,11,No,Yes,No,6,1,No,No,0.1667,-2,0.8333,,-2,79.2,-2.8511,1.5099,1.5099,0.0909,17,0.1667,1,1,1,1,2,4,,,,,0.3333,2,,2,4,,,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,,,,,,,,
Xavier Legette,CAR,WR,34,No,No,No,34,,No,Yes,,,,0.2647,,,,,,,15,0.7353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Bachman,LV,WR,1,Yes,No,No,1,,No,Yes,,,,,,,,,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Trammell,JAX,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
